Pf_GeneID	Pk_GeneID	distance	dtw	outcome
1539	PF3D7_1226400	PKNH_1445800	0.01	60.0050969810663	sim
1540	PF3D7_1226600	PKNH_1446000	0.115	26.0817388557779	sim
1541	PF3D7_1226700	PKNH_1446100	0.425	166.355614882649	dissim
1542	PF3D7_1226800	PKNH_1446200	0.14	24.4567453441955	sim
1543	PF3D7_1227000	PKNH_1446400	0.0600000000000001	16.8766610439691	sim
1544	PF3D7_1227100	PKNH_1446500	0.095	36.5310529514364	sim
1545	PF3D7_1227700	PKNH_1447100	0.205	27.4685802344895	sim
1546	PF3D7_1228000	PKNH_1447400	0.145	35.4653350902749	sim
1547	PF3D7_1228100	PKNH_1447500	0.105	117.078031521883	sim
1548	PF3D7_1228700	PKNH_1448100	0.175	20.5916215768071	sim
1549	PF3D7_1228900	PKNH_1448300	0.105	31.9713852472915	sim
1550	PF3D7_1229400	PKNH_1448700	0.07	25.9238435717225	sim
1551	PF3D7_1229500	PKNH_1448800	0.095	6.11650050226511	sim
1552	PF3D7_1229700	PKNH_1449000	0.105	68.6793452498184	sim
1553	PF3D7_1230300	PKNH_1449700	0.085	117.208637673636	sim
1554	PF3D7_1230400	PKNH_1449800	0.15	68.2715454235467	sim
1555	PF3D7_1230500	PKNH_1449900	0.19	93.871403514975	sim
1556	PF3D7_1230600	PKNH_1450000	0.025	48.1996270372151	sim
1557	PF3D7_1230800	PKNH_1450200	0.485	26.4808222582938	sim
1558	PF3D7_1230900	PKNH_1450300	0.185	101.376754414064	sim
1559	PF3D7_1231300	PKNH_1450700	0	56.6116444693504	sim
1560	PF3D7_1231700	PKNH_1451100	0.265	209.999147263555	dissim
1561	PF3D7_1232000	PKNH_1451500	0.01	31.6676109934435	sim
1562	PF3D7_1232100	PKNH_1451600	0.015	119.122385237425	sim
1563	PF3D7_1232200	PKNH_1451700	0.03	43.9791536580526	sim
1564	PF3D7_1232300	PKNH_1451800	0.225	66.2738358960973	sim
1565	PF3D7_1232700	PKNH_1452200	0.095	12.7070845091348	sim
1566	PF3D7_1232800	PKNH_1452300	0.275	118.295880095351	dissim
1567	PF3D7_1232900	PKNH_1452400	0.14	118.305995479395	sim
1568	PF3D7_1233000	PKNH_1452500	0.11	81.404921031283	sim
1569	PF3D7_1233800	PKNH_1453200	0.03	35.1364812387139	sim
1570	PF3D7_1234000	PKNH_1453400	0.275	110.334794629742	dissim
1571	PF3D7_1234300	PKNH_1453700	0.115	45.5692224333424	sim
1572	PF3D7_1234500	PKNH_1453900	0.145	45.6726053633286	sim
1573	PF3D7_1234800	PKNH_1454200	0.055	37.2643622746397	sim
1574	PF3D7_1235200	PKNH_1454900	0.1	10.1658328225293	sim
1575	PF3D7_1235500	PKNH_1455200	0.06	58.2632295904742	sim
1576	PF3D7_1235600	PKNH_1455300	0.115	25.6887721325533	sim
1577	PF3D7_1235700	PKNH_1455400	0.145	64.2045686900292	sim
1578	PF3D7_1235900	PKNH_1455600	0.43	46.0499542492775	sim
1579	PF3D7_1236000	PKNH_1455700	0.115	39.9347201557111	sim
1580	PF3D7_1236300	PKNH_1456000	0.01	37.1784439235514	sim
1581	PF3D7_1236500	PKNH_1456200	0.26	92.3506502612336	sim
1582	PF3D7_1236600	PKNH_1456300	0.03	54.9214726411052	sim
1583	PF3D7_1236650	PKNH_1456350	0.075	20.9077745369693	sim
1584	PF3D7_1236700	PKNH_1456400	0.09	43.462854309514	sim
1585	PF3D7_1236900	PKNH_1456600	0.055	55.2913649376608	sim
1586	PF3D7_1237000	PKNH_1456700	0.115	77.5018897604956	sim
1587	PF3D7_1237300	PKNH_1457000	0.26	74.3497566297587	sim
1588	PF3D7_1237400	PKNH_1457100	0.25	67.4524531707129	sim
1589	PF3D7_1237600	PKNH_1457300	0.065	87.154888532981	sim
1590	PF3D7_1237800	PKNH_1457600	0.43	105.615311383982	dissim
1591	PF3D7_1238000	PKNH_1457800	0.1	22.138495696531	sim
1592	PF3D7_1238100	PKNH_1457900	0.055	12.6513653323403	sim
1593	PF3D7_1238300	PKNH_1458100	0.26	79.1329510391142	sim
1594	PF3D7_1238400	PKNH_1458200	0.035	29.0052177387989	sim
1595	PF3D7_1238600	PKNH_1458400	0.21	284.200418847103	dissim
1596	PF3D7_1238900	PKNH_1458700	0.04	69.00733452757	sim
1597	PF3D7_1239000	PKNH_1458800	0.015	25.8777404457826	sim
1598	PF3D7_1239100	PKNH_1458900	0.025	73.1811911678654	sim
1599	PF3D7_1239300	PKNH_1459100	0.195	89.6783564273133	sim
1600	PF3D7_1239500	PKNH_1459600	0.03	41.8886290873267	sim
1601	PF3D7_1239600	PKNH_1459700	0.0599999999999999	51.7784335272115	sim
1602	PF3D7_1239700	PKNH_1459800	0.03	58.8609534906488	sim
1603	PF3D7_1239800	PKNH_1459900	0.095	26.7072518668979	sim
1604	PF3D7_1239900	PKNH_1460000	0	206.728678310627	dissim
1605	PF3D7_1240000	PKNH_1460100	0	288.757612246698	dissim
1606	PF3D7_1241100	PKNH_1460200	0.435	157.179603258065	dissim
1607	PF3D7_1241300	PKNH_1460400	0.11	108.847010888554	sim
1608	PF3D7_1241700	PKNH_0511000	0.115	70.7830377847161	sim
1609	PF3D7_1241700	PKNH_1461000	0.105	64.1233081526774	sim
1610	PF3D7_1241700	PKNH_1214600	0.115	43.7782655147561	sim
1611	PF3D7_1241800	PKNH_1461100	0	48.3237037146187	sim
1612	PF3D7_1242100	PKNH_1461400	0.19	228.935161673241	dissim
1613	PF3D7_1242300	PKNH_1461600	0.11	129.492302804269	dissim
1614	PF3D7_1242400	PKNH_1461700	0.135	54.7256206907885	sim
1615	PF3D7_1242500	PKNH_1461800	0.155	20.577919253007	sim
1616	PF3D7_1242600	PKNH_1461900	0.14	87.814367240546	sim
1617	PF3D7_1242900	PKNH_1462200	0.015	145.222839165322	dissim
1618	PF3D7_1243000	PKNH_1462300	0.01	25.7067932336618	sim
1619	PF3D7_1243100	PKNH_1462400	0.385	150.972423012686	dissim
1620	PF3D7_1243300	PKNH_1462600	0.125	119.241493081406	sim
1621	PF3D7_1243500	PKNH_1462800	0.1	8.15217481539593	sim
1622	PF3D7_1243700	PKNH_1463000	0.11	48.9561664845302	sim
1623	PF3D7_1244000	PKNH_1463300	0.11	132.53720428116	dissim
1624	PF3D7_1244100	PKNH_1463400	0.31	287.283617853592	dissim
1625	PF3D7_1244200	PKNH_1463500	0.49	115.062074338084	dissim
1626	PF3D7_1245300	PKNH_1465000	0.0649999999999999	54.877452577788	sim
1627	PF3D7_1245400	PKNH_1465100	0.02	92.0079650639362	sim
1628	PF3D7_1245500	PKNH_1465200	0.01	91.1249855067754	sim
1629	PF3D7_1245900	PKNH_1465500	0.145	44.8668522188979	sim
1630	PF3D7_1246000	PKNH_1465600	0.48	179.289921259156	dissim
1631	PF3D7_1246100	PKNH_1465700	0.385	93.0739542990327	sim
1632	PF3D7_1246400	PKNH_1466100	0.085	145.934051983006	dissim
1633	PF3D7_1246500	PKNH_1466200	0.1	18.4999018618733	sim
1634	PF3D7_1246800	PKNH_1466500	0.115	103.386162411468	sim
1635	PF3D7_1246900	PKNH_1466600	0.155	27.0384804586187	sim
1636	PF3D7_1247400	PKNH_1467100	0.015	37.4052988993654	sim
1637	PF3D7_1247700	PKNH_1467400	0.165	74.7589052613745	sim
1638	PF3D7_1247800	PKNH_1467500	0.04	46.6533136494972	sim
1639	PF3D7_1247900	PKNH_1467600	0.185	19.395448430521	sim
1640	PF3D7_1248300	PKNH_1468000	0.145	54.9683339581474	sim
1641	PF3D7_1248800	PKNH_1468500	0.07	120.35446065619	sim
1642	PF3D7_1248900	PKNH_1468600	0.135	49.1406902146018	sim
1643	PF3D7_1249100	PKNH_1468800	0.42	104.219773289817	dissim
1644	PF3D7_1249400	PKNH_1469100	0.135	27.3946729885758	sim
1645	PF3D7_1249500	PKNH_1469200	0.18	37.2065145076979	sim
1646	PF3D7_1249900	PKNH_1469900	0.115	37.8758256987913	sim
1647	PF3D7_1250000	PKNH_1470000	0.185	61.8691541455047	sim
1648	PF3D7_1250300	PKNH_1470300	0.075	46.9216638042151	sim
1649	PF3D7_1250500	PKNH_1470500	0.44	114.638027953775	dissim
1650	PF3D7_1250600	PKNH_1470600	0.26	129.478026900076	dissim
1651	PF3D7_1250700	PKNH_1470700	0.035	71.4193044676254	sim
1652	PF3D7_1250800	PKNH_1470800	0.325	93.4021343429903	sim
1653	PF3D7_1251000	PKNH_1471000	0.11	58.6047683422323	sim
1654	PF3D7_1251200	PKNH_1471200	0.11	38.7192602321353	sim
1655	PF3D7_1251300	PKNH_1471300	0.075	34.7908144668474	sim
1656	PF3D7_1251500	PKNH_1471500	0.06	34.8565988464817	sim
1657	PF3D7_1251700	PKNH_1471700	0.24	67.0196238831023	sim
1658	PF3D7_1252100	PKNH_1472100	0.0600000000000001	25.0674434604899	sim
1659	PF3D7_1252600	PKNH_0108400	0.11	129.032123260719	dissim
1660	PF3D7_1252600	PKNH_1301100	0.185	125.366353120932	sim
1661	PF3D7_1252600	PKNH_0735000	0.185	164.075768680317	dissim
1662	PF3D7_1252600	PKNH_1324900	0.26	78.8591068479065	sim
1663	PF3D7_1252600	PKNH_0516400	0.185	115.094192043128	sim
1664	PF3D7_1253400	PKNH_0405800	0.29	307.278727530047	dissim
1665	PF3D7_1302400	PKNH_1402600	0.4	266.075341055753	dissim
1666	PF3D7_1302500	PKNH_1402700	0.115	95.783432524842	sim
1667	PF3D7_1302800	PKNH_1403000	0.065	7.69720623521755	sim
1668	PF3D7_1303000	PKNH_1403200	0.105	65.5413346721863	sim
1669	PF3D7_1303100	PKNH_1403300	0.115	47.6990427784972	sim
1670	PF3D7_1303600	PKNH_1403800	0.27	235.46842979831	dissim
1671	PF3D7_1303700	PKNH_1403900	0.01	41.4240048700478	sim
1672	PF3D7_1303900	PKNH_1404100	0.305	65.0480865403024	sim
1673	PF3D7_1304000	PKNH_1404200	0.135	8.85266624158222	sim
1674	PF3D7_1304100	PKNH_1404300	0.22	65.5208471297619	sim
1675	PF3D7_1304300	PKNH_1404500	0.175	209.197995668646	dissim
1676	PF3D7_1304500	PKNH_1404700	0.48	116.192676009351	dissim
1677	PF3D7_1304700	PKNH_1404900	0.105	90.7200244499439	sim
1678	PF3D7_1304900	PKNH_1405100	0.145	13.9721037744467	sim
1679	PF3D7_1305100	PKNH_1405300	0.01	24.6195726003986	sim
1680	PF3D7_1305200	PKNH_1405400	0.075	60.0003697152572	sim
1681	PF3D7_1305400	PKNH_1405600	0.31	47.2043730367361	sim
1682	PF3D7_1305600	PKNH_1405800	0.145	79.0644331979375	sim
1683	PF3D7_1305700	PKNH_1405900	0.275	145.685803396105	dissim
1684	PF3D7_1305900	PKNH_1406100	0.32	79.2089211887994	sim
1685	PF3D7_1306200	PKNH_1406400	0.01	27.2875895064146	sim
1686	PF3D7_1306300	PKNH_1406500	0.02	76.4442129485982	sim
1687	PF3D7_1306400	PKNH_1406600	0.18	35.605621868332	sim
1688	PF3D7_1306600	PKNH_1406800	0.45	144.678776258241	dissim
1689	PF3D7_1306900	PKNH_1407200	0.48	35.650412833361	sim
1690	PF3D7_1307300	PKNH_1407600	0.14	30.8987492873872	sim
1691	PF3D7_1307400	PKNH_1407700	0.135	74.0307276879656	sim
1692	PF3D7_1307500	PKNH_1407800	0.125	31.8189488765986	sim
1693	PF3D7_1307900	PKNH_1408300	0.0600000000000001	26.1761833266574	sim
1694	PF3D7_1308100	PKNH_1408500	0.115	63.4478953547009	sim
1695	PF3D7_1308200	PKNH_1408600	0.23	53.6077734542454	sim
1696	PF3D7_1308300	PKNH_1408700	0.105	43.745337082239	sim
1697	PF3D7_1308500	PKNH_1408900	0.0649999999999999	63.7309666496872	sim
1698	PF3D7_1308800	PKNH_1409200	0.03	23.3592802964619	sim
1699	PF3D7_1309000	PKNH_1409400	0.065	24.0159114395583	sim
1700	PF3D7_1309200	PKNH_1409600	0.095	31.3554478305034	sim
1701	PF3D7_1309300	PKNH_1409700	0.345	156.854424065409	dissim
1702	PF3D7_1309500	PKNH_1409900	0.025	16.9326797686722	sim
1703	PF3D7_1309600	PKNH_1410000	0.43	23.2437443727749	sim
1704	PF3D7_1309700	PKNH_1410100	0.47	207.6868104761	dissim
1705	PF3D7_1309800	PKNH_1410200	0.0649999999999999	75.0517038412787	sim
1706	PF3D7_1310200	PKNH_1410600	0.025	38.2249048308644	sim
1707	PF3D7_1310300	PKNH_1410700	0.08	130.715011534418	dissim
1708	PF3D7_1310500	PKNH_1410900	0.115	53.5354162300346	sim
1709	PF3D7_1310600	PKNH_1411000	0.025	56.507790926859	sim
1710	PF3D7_1310700	PKNH_1411100	0.085	121.230695876172	sim
1711	PF3D7_1310900	PKNH_1411300	0.0649999999999999	41.4719981620577	sim
1712	PF3D7_1311000	PKNH_1411400	0.475	53.9041155940358	sim
1713	PF3D7_1311100	PKNH_1411500	0.15	128.968713830005	dissim
1714	PF3D7_1311200	PKNH_1411600	0.19	128.370422513948	sim
1715	PF3D7_1311300	PKNH_1411700	0.145	53.3271904347711	sim
1716	PF3D7_1311600	PKNH_1412000	0.055	46.22537658025	sim
1717	PF3D7_1312200	PKNH_1412900	0.095	40.9707842278813	sim
1718	PF3D7_1312300	PKNH_1413000	0.025	66.8599975492499	sim
1719	PF3D7_1312400	PKNH_1413100	0.015	86.0193897681454	sim
1720	PF3D7_1312600	PKNH_1413300	0.01	76.2017826009495	sim
1721	PF3D7_1313000	PKNH_1413600	0.225	40.0390671816843	sim
1722	PF3D7_1313300	PKNH_1413900	0.015	86.5767188758822	sim
1723	PF3D7_1313700	PKNH_1414300	0.105	43.5596772341118	sim
1724	PF3D7_1313900	PKNH_1414500	0.19	37.7546125516295	sim
1725	PF3D7_1314100	PKNH_1414700	0.14	18.7568951244356	sim
1726	PF3D7_1314300	PKNH_1414900	0.105	55.2030623784644	sim
1727	PF3D7_1314400	PKNH_1415000	0.145	60.6133537062368	sim
1728	PF3D7_1314500	PKNH_1415100	0.185	130.460703674805	dissim
1729	PF3D7_1314600	PKNH_1415200	0.14	67.7712146865627	sim
1730	PF3D7_1314800	PKNH_1415500	0.48	259.553124046998	dissim
1731	PF3D7_1314900	PKNH_1415600	0.26	169.363120324451	dissim
1732	PF3D7_1315000	PKNH_1415700	0.085	96.1104126523332	sim
1733	PF3D7_1315100	PKNH_1415800	0.085	140.081789062566	dissim
1734	PF3D7_1315500	PKNH_1416200	0.025	84.1250352745489	sim
1735	PF3D7_1315600	PKNH_1416300	0.075	54.3425105299424	sim
1736	PF3D7_1315700	PKNH_1416400	0.36	299.730479664974	dissim
1737	PF3D7_1316000	PKNH_1416700	0.11	98.5759001608066	sim
1738	PF3D7_1316200	PKNH_1416900	0.025	35.6906534232951	sim
1739	PF3D7_1316300	PKNH_1417000	0.11	46.3575680738305	sim
1740	PF3D7_1316400	PKNH_1417100	0.305	74.34413404851	sim
1741	PF3D7_1316500	PKNH_1417200	0.185	26.8990731749729	sim
1742	PF3D7_1316600	PKNH_1417300	0.095	63.3997836496645	sim
1743	PF3D7_1316800	PKNH_1417500	0.115	89.6733739308675	sim
1744	PF3D7_1317100	PKNH_1417800	0.03	22.3827008718038	sim
1745	PF3D7_1317300	PKNH_1418000	0.115	93.9988751022348	sim
1746	PF3D7_1317500	PKNH_1418200	0.265	79.2164034963234	sim
1747	PF3D7_1317700	PKNH_1418400	0.19	52.9268710920918	sim
1748	PF3D7_1318000	PKNH_1418700	0.025	11.9754324203777	sim
1749	PF3D7_1318100	PKNH_1418800	0.19	57.3965468276144	sim
1750	PF3D7_1318200	PKNH_1418900	0.11	105.015688826841	sim
1751	PF3D7_1318400	PKNH_1419200	0.01	34.3051486366444	sim
1752	PF3D7_1318500	PKNH_1419300	0.055	19.2746287075383	sim
1753	PF3D7_1318600	PKNH_1419400	0.19	80.6647542201707	sim
1754	PF3D7_1318700	PKNH_1419500	0.125	83.8351309219819	sim
1755	PF3D7_1319300	PKNH_1420100	0.185	42.6337873655401	sim
1756	PF3D7_1319400	PKNH_1420200	0.03	17.4652591278578	sim
1757	PF3D7_1319700	PKNH_1420500	0.01	62.2586100556716	sim
1758	PF3D7_1320100	PKNH_1420700	0.185	76.187201905572	sim
1759	PF3D7_1320200	PKNH_1420800	0.44	196.412396279801	dissim
1760	PF3D7_1320300	PKNH_1420900	0.485	221.138328620852	dissim
1761	PF3D7_1320400	PKNH_1421000	0.24	89.4818741235592	sim
1762	PF3D7_1320500	PKNH_1421100	0.115	126.56489304962	sim
1763	PF3D7_1320800	PKNH_1421400	0.155	40.0064441485205	sim
1764	PF3D7_1320900	PKNH_1421500	0.355	96.8629191040905	sim
1765	PF3D7_1321000	PKNH_1421600	0.425	176.889045600159	dissim
1766	PF3D7_1321400	PKNH_1422000	0.175	85.6825595997943	sim
1767	PF3D7_1321500	PKNH_1422100	0.09	17.3359295067836	sim
1768	PF3D7_1321600	PKNH_1422200	0.26	73.3337083043552	sim
1769	PF3D7_1322000	PKNH_1206800	0.03	54.2619730058696	sim
1770	PF3D7_1322500	PKNH_1206300	0.05	31.4966552079748	sim
1771	PF3D7_1322800	PKNH_1206000	0.48	252.287227627323	dissim
1772	PF3D7_1322900	PKNH_1205900	0.225	105.756428734412	dissim
1773	PF3D7_1323000	PKNH_1205800	0.185	95.7412260178547	sim
1774	PF3D7_1323100	PKNH_1205700	0.065	8.33491119476831	sim
1775	PF3D7_1323200	PKNH_1205600	0.105	80.1016971128435	sim
1776	PF3D7_1323400	PKNH_1205400	0.265	12.8839629917008	sim
1777	PF3D7_1323500	PKNH_1205300	0.49	197.163009337094	dissim
1778	PF3D7_1323600	PKNH_1205200	0.07	49.1173816613758	sim
1779	PF3D7_1323700	PKNH_1205100	0.025	30.7173212235991	sim
1780	PF3D7_1324100	PKNH_1204700	0.01	9.70823550538699	sim
1781	PF3D7_1324400	PKNH_1204400	0.345	194.719144890243	dissim
1782	PF3D7_1324800	PKNH_1204000	0.19	66.4252183212227	sim
1783	PF3D7_1324900	PKNH_1203900	0.355	62.052084829222	sim
1784	PF3D7_1325000	PKNH_1203800	0.225	91.0123899638059	sim
1785	PF3D7_1325200	PKNH_1203600	0.26	90.7332280922932	sim
1786	PF3D7_1325300	PKNH_1203500	0.11	99.0194733605595	sim
1787	PF3D7_1325500	PKNH_1203300	0.02	67.2819171708774	sim
1788	PF3D7_1325600	PKNH_1203200	0.09	73.3429774325573	sim
1789	PF3D7_1325700	PKNH_1203100	0.145	44.7547753335213	sim
1790	PF3D7_1326000	PKNH_1202700	0.05	35.4339225235476	sim
1791	PF3D7_1326100	PKNH_1202600	0.315	61.5959640088025	sim
1792	PF3D7_1326200	PKNH_1202400	0.0600000000000001	147.903889267193	dissim
1793	PF3D7_1326300	PKNH_1202300	0.185	49.2945141443636	sim
1794	PF3D7_1326700	PKNH_1201900	0.165	93.0160098012043	sim
1795	PF3D7_1327100	PKNH_1201500	0	77.8687653751175	sim
1796	PF3D7_1327200	PKNH_1201400	0.35	62.3058618492771	sim
1797	PF3D7_1327500	PKNH_1201100	0.0600000000000001	20.1152177877421	sim
1798	PF3D7_1327600	PKNH_1201000	0.08	84.7666193586983	sim
1799	PF3D7_1327700	PKNH_1200900	0.345	55.3970781479954	sim
1800	PF3D7_1327800	PKNH_1200800	0.23	23.8552787111947	sim
1801	PF3D7_1328000	PKNH_1200600	0.05	16.988731801549	sim
1802	PF3D7_1328100	PKNH_1200500	0.03	74.4334396300248	sim
1803	PF3D7_1328300	PKNH_0818200	0.025	38.7441656485085	sim
1804	PF3D7_1328600	PKNH_1271800	0.395	230.061666069234	dissim
1805	PF3D7_1328800	PKNH_1271600	0.4	280.594619007723	dissim
1806	PF3D7_1328900	PKNH_1271500	0.03	54.8378875234114	sim
1807	PF3D7_1329100	PKNH_1271300	0.26	163.960229717586	dissim
1808	PF3D7_1329400	PKNH_1271000	0.24	267.019318206543	dissim
1809	PF3D7_1330100	PKNH_1270300	0.01	51.8837575357089	sim
1810	PF3D7_1330400	PKNH_1270000	0.135	46.9583128586797	sim
1811	PF3D7_1330500	PKNH_1269900	0.01	34.084807581327	sim
1812	PF3D7_1330600	PKNH_1269800	0.025	55.7135314959619	sim
1813	PF3D7_1330700	PKNH_1269700	0.19	100.363958248064	sim
1814	PF3D7_1331000	PKNH_1269500	0.125	50.9139610246467	sim
1815	PF3D7_1331300	PKNH_1269200	0.07	31.9638233899022	sim
1816	PF3D7_1331400	PKNH_1269100	0.26	54.4139759065949	sim
1817	PF3D7_1331600	PKNH_1268900	0.01	32.0404975708545	sim
1818	PF3D7_1331700	PKNH_1268800	0.265	27.189512043048	sim
1819	PF3D7_1332000	PKNH_1268600	0.23	158.513925869241	dissim
1820	PF3D7_1332300	PKNH_1268300	0.105	95.5853597055516	sim
1821	PF3D7_1332500	PKNH_1268100	0.25	46.2830531192519	sim
1822	PF3D7_1332600	PKNH_1268000	0.31	84.1366273053819	sim
1823	PF3D7_1332700	PKNH_1267900	0.185	39.0328008801674	sim
1824	PF3D7_1332800	PKNH_1267800	0.265	27.1370344812617	sim
1825	PF3D7_1332900	PKNH_1267700	0.305	46.2868847824711	sim
1826	PF3D7_1333000	PKNH_1267600	0.015	20.2621977949968	sim
1827	PF3D7_1333300	PKNH_1267300	0.36	206.32982393465	dissim
1828	PF3D7_1333400	PKNH_1267200	0.32	227.588521287082	dissim
1829	PF3D7_1333700	PKNH_1266900	0.025	19.5565462275339	sim
1830	PF3D7_1334000	PKNH_1266600	0.01	28.1211408996345	sim
1831	PF3D7_1334100	PKNH_1266500	0.115	30.0098419187345	sim
1832	PF3D7_1334200	PKNH_1266400	0.14	38.4725857324117	sim
1833	PF3D7_1335500	PKNH_1265800	0.26	66.7241019041658	sim
1834	PF3D7_1335600	PKNH_1265700	0.01	99.8853744467428	sim
1835	PF3D7_1336300	PKNH_1265000	0.06	109.185754884688	sim
1836	PF3D7_1336400	PKNH_1264800	0.075	40.6125989312453	sim
1837	PF3D7_1336600	PKNH_1264700	0.15	65.8070464986415	sim
1838	PF3D7_1336800	PKNH_1264500	0.23	17.003323915221	sim
1839	PF3D7_1336900	PKNH_1264400	0.49	122.216019479152	dissim
1840	PF3D7_1337000	PKNH_1264300	0.14	41.9556619579865	sim
1841	PF3D7_1337100	PKNH_1264200	0.02	49.7827505732526	sim
1842	PF3D7_1337200	PKNH_1264100	0.095	61.3062635404634	sim
1843	PF3D7_1337700	PKNH_1263600	0.055	34.1263732712267	sim
1844	PF3D7_1337800	PKNH_1263500	0.04	87.6726198128113	sim
1845	PF3D7_1338000	PKNH_1263300	0.18	23.9583554375514	sim
1846	PF3D7_1338100	PKNH_1263200	0.03	53.868163371382	sim
1847	PF3D7_1338300	PKNH_1263000	0.225	13.5469328815976	sim
1848	PF3D7_1338400	PKNH_1262900	0.11	26.0663330877048	sim
1849	PF3D7_1338600	PKNH_1262700	0.355	118.341960034616	dissim
1850	PF3D7_1338700	PKNH_1262600	0.01	66.2765531302702	sim
1851	PF3D7_1338800	PKNH_1262500	0.16	85.3486300433937	sim
1852	PF3D7_1338900	PKNH_1262400	0.01	42.0019866901039	sim
1853	PF3D7_1339400	PKNH_1262000	0.03	24.1298779734237	sim
1854	PF3D7_1339500	PKNH_1261900	0.025	49.4884941545619	sim
1855	PF3D7_1339800	PKNH_1261600	0.14	52.9204731109047	sim
1856	PF3D7_1340300	PKNH_1261100	0.185	25.9937681795024	sim
1857	PF3D7_1340600	PKNH_1260800	0.225	34.0215516063416	sim
1858	PF3D7_1340700	PKNH_1260700	0.075	14.6835631502659	sim
1859	PF3D7_1340800	PKNH_1260600	0.22	37.1329088713343	sim
1860	PF3D7_1341200	PKNH_1260200	0.065	9.8986228707635	sim
1861	PF3D7_1341300	PKNH_1260000	0.18	5.95952000171271	sim
1862	PF3D7_1341700	PKNH_1259700	0.11	19.9062408693007	sim
1863	PF3D7_1341800	PKNH_1259600	0.095	24.5177199305503	sim
1864	PF3D7_1342000	PKNH_1259400	0.35	18.8551335504564	sim
1865	PF3D7_1342100	PKNH_1259300	0.095	31.8278061646451	sim
1866	PF3D7_1342300	PKNH_1259100	0.23	64.7860209787693	sim
1867	PF3D7_1342400	PKNH_1259000	0.06	41.5164041662223	sim
1868	PF3D7_1342600	PKNH_1258800	0.085	147.484812018994	dissim
1869	PF3D7_1342800	PKNH_1258600	0.19	38.0139886894903	sim
1870	PF3D7_1343100	PKNH_1258300	0.095	15.2608057613043	sim
1871	PF3D7_1343200	PKNH_1258200	0.35	137.689490311046	dissim
1872	PF3D7_1343300	PKNH_1258100	0.01	44.1843229322694	sim
1873	PF3D7_1343400	PKNH_1258000	0.26	186.958396543339	dissim
1874	PF3D7_1343500	PKNH_1257900	0.145	56.8648103706637	sim
1875	PF3D7_1343600	PKNH_1257800	0.145	76.101819682969	sim
1876	PF3D7_1343700	PKNH_1257700	0.11	41.7885057491542	sim
1877	PF3D7_1343900	PKNH_1257500	0.35	285.897628161351	dissim
1878	PF3D7_1344000	PKNH_1257400	0.025	52.6117166013039	sim
1879	PF3D7_1344600	PKNH_1256700	0.29	131.535191465746	dissim
1880	PF3D7_1344800	PKNH_1256500	0.315	26.5652997227908	sim
1881	PF3D7_1345000	PKNH_1256300	0.155	41.252373959938	sim
1882	PF3D7_1345100	PKNH_1256200	0.085	41.2073322361883	sim
1883	PF3D7_1345200	PKNH_1256100	0.105	59.8288716050336	sim
1884	PF3D7_1345300	PKNH_1256000	0.0600000000000001	80.0217370832709	sim
1885	PF3D7_1345500	PKNH_1255800	0.075	28.9552193600079	sim
1886	PF3D7_1345600	PKNH_1255700	0.025	64.1859767555549	sim
1887	PF3D7_1345700	PKNH_1255600	0.025	42.9931361783181	sim
1888	PF3D7_1345900	PKNH_1255400	0.075	28.0120766139804	sim
1889	PF3D7_1346000	PKNH_1255300	0.09	39.0713684530803	sim
1890	PF3D7_1346100	PKNH_1255200	0.155	72.3866459002905	sim
1891	PF3D7_1346200	PKNH_1255100	0.145	129.122575358508	dissim
1892	PF3D7_1346300	PKNH_1254800	0	176.388813816808	dissim
1893	PF3D7_1346600	PKNH_1254500	0.09	43.8306142036183	sim
1894	PF3D7_1346700	PKNH_1254400	0.35	140.114569238344	dissim
1895	PF3D7_1347000	PKNH_1253900	0.03	17.1946515792697	sim
1896	PF3D7_1347100	PKNH_1253800	0.1	82.7153899364348	sim
1897	PF3D7_1347200	PKNH_1253700	0.23	35.8611330419006	sim
1898	PF3D7_1347300	PKNH_1253600	0.01	31.0546884191965	sim
1899	PF3D7_1347400	PKNH_1253500	0.115	55.2333429037172	sim
1900	PF3D7_1347600	PKNH_1253300	0.18	22.5046758146544	sim
1901	PF3D7_1347700	PKNH_1253200	0.04	89.7210047101607	sim
1902	PF3D7_1347800	PKNH_1253100	0.075	29.8301944574404	sim
1903	PF3D7_1348100	PKNH_1252800	0.1	8.70827612977034	sim
1904	PF3D7_1348300	PKNH_1252600	0.365	320.614122424823	dissim
1905	PF3D7_1348500	PKNH_1252400	0.105	66.4074507016871	sim
1906	PF3D7_1348600	PKNH_1252300	0.025	18.274496678774	sim
1907	PF3D7_1348700	PKNH_1252200	0	23.012806001797	sim
1908	PF3D7_1348900	PKNH_1252000	0.4	216.817656885578	dissim
1909	PF3D7_1349000	PKNH_1251900	0.0600000000000001	27.3794857869872	sim
1910	PF3D7_1349100	PKNH_1251800	0.21	188.956448576148	dissim
1911	PF3D7_1349200	PKNH_1251700	0.43	30.2423779017668	sim
1912	PF3D7_1349400	PKNH_1251500	0.425	140.371921243954	dissim
1913	PF3D7_1349600	PKNH_1251300	0.135	16.4592973175239	sim
1914	PF3D7_1349700	PKNH_1251200	0.05	9.95751518220422	sim
1915	PF3D7_1349800	PKNH_1251100	0.19	42.8705134775338	sim
