Pf_GeneID	Pk_GeneID
PF3D7_API03600	PKNH_API04500
PF3D7_API04100	PKNH_API05000
PF3D7_API04200	PKNH_API05100
PF3D7_API04300	PKNH_API05200
PF3D7_API04400	PKNH_API05300
PF3D7_API04700	PKNH_API05600
PF3D7_MIT01400	PKNH_MIT01100
PF3D7_MIT02100	PKNH_MIT01800
PF3D7_MIT02300	PKNH_MIT01900
PF3D7_0105400	PKNH_0208300
PF3D7_0106300	PKNH_0207200
PF3D7_0106700	PKNH_0206800
PF3D7_0108400	PKNH_0205300
PF3D7_0205700	PKNH_0415200
PF3D7_0206900	PKNH_0414200
PF3D7_0207400	PKNH_0413700
PF3D7_0209600	PKNH_0411500
PF3D7_0216700	PKNH_0404200
PF3D7_0216800	PKNH_0404100
PF3D7_0311300	PKNH_0831100
PF3D7_0312500	PKNH_0829700
PF3D7_0314100	PKNH_0828100
PF3D7_0315200	PKNH_0826900
PF3D7_0316300	PKNH_0825800
PF3D7_0316900	PKNH_0824900
PF3D7_0317200	PKNH_0824600
PF3D7_0319000	PKNH_0822500
PF3D7_0320200	PKNH_1454100
PF3D7_0321500	PKNH_0819300
PF3D7_0322300	PKNH_0818500
PF3D7_0405400	PKNH_0303500
PF3D7_0407900	PKNH_0305900
PF3D7_0408900	PKNH_0306900
PF3D7_0411900	PKNH_0310100
PF3D7_0414200	PKNH_0505800
PF3D7_0422500	PKNH_0514400
PF3D7_0501100	PKNH_0216100
PF3D7_0501100	PKNH_0407900
PF3D7_0501800	PKNH_1032100
PF3D7_0502000	PKNH_1031900
PF3D7_0503900	PKNH_1029700
PF3D7_0506800	PKNH_1026800
PF3D7_0509100	PKNH_1024500
PF3D7_0516700	PKNH_1016600
PF3D7_0517400	PKNH_1015900
PF3D7_0526200	PKNH_1006600
PF3D7_0612600	PKNH_1137400
PF3D7_0613000	PKNH_1137000
PF3D7_0615500	PKNH_1134500
PF3D7_0618900	PKNH_1131500
PF3D7_0619000	PKNH_1131400
PF3D7_0622200	PKNH_1128000
PF3D7_0622300	PKNH_1127900
PF3D7_0622800	PKNH_1127400
PF3D7_0624600	PKNH_1125600
PF3D7_0625000	PKNH_1125200
PF3D7_0627100	PKNH_1122700
PF3D7_0705000	PKNH_0103500
PF3D7_0709600	PKNH_0108200
PF3D7_0715300	PKNH_1424300
PF3D7_0723300	PKNH_0318700
PF3D7_0726300	PKNH_0210900
PF3D7_0727100	PKNH_0211700
PF3D7_0727800	PKNH_0212400
PF3D7_0801300	PKNH_0826900
PF3D7_0801800	PKNH_0117100
PF3D7_0802000	PKNH_0116900
PF3D7_0802300	PKNH_0116600
PF3D7_0803400	PKNH_0115500
PF3D7_0806200	PKNH_0112700
PF3D7_0810800	PKNH_1429900
PF3D7_0810900	PKNH_1429800
PF3D7_0811600	PKNH_1429100
PF3D7_0812100	PKNH_1428600
PF3D7_0818700	PKNH_0501200
PF3D7_0820200	PKNH_1314000
PF3D7_0826500	PKNH_1320700
PF3D7_0903600	PKNH_0701300
PF3D7_0904100	PKNH_0701800
PF3D7_0905100	PKNH_0702800
PF3D7_0905300	PKNH_0703000
PF3D7_0905700	PKNH_0703400
PF3D7_0908300	PKNH_0706300
PF3D7_0909500	PKNH_0707500
PF3D7_0911500	PKNH_0709500
PF3D7_0918400	PKNH_0716400
PF3D7_0920000	PKNH_0718000
PF3D7_0921000	PKNH_0719000
PF3D7_0923800	PKNH_0721800
PF3D7_0928000	PKNH_0726400
PF3D7_0930400	PKNH_0729000
PF3D7_0930800	PKNH_0729400
PF3D7_0933800	PKNH_0732500
PF3D7_1002400	PKNH_0801200
PF3D7_1003700	PKNH_0802500
PF3D7_1015200	PKNH_0815300
PF3D7_1015700	PKNH_0815800
PF3D7_1019500	PKNH_0603700
PF3D7_1023100	PKNH_0607600
PF3D7_1027700	PKNH_0612100
PF3D7_1029100	PKNH_0613800
PF3D7_1030600	PKNH_0615300
PF3D7_1031200	PKNH_1220300
PF3D7_1031400	PKNH_0616100
PF3D7_1033000	PKNH_0617800
PF3D7_1035200	PKNH_1464100
PF3D7_1038000	PKNH_0622500
PF3D7_1103400	PKNH_0901000
PF3D7_1104700	PKNH_0902300
PF3D7_1106300	PKNH_0903900
PF3D7_1107200	PKNH_0904800
PF3D7_1111600	PKNH_0909300
PF3D7_1112600	PKNH_0910300
PF3D7_1114100	PKNH_0911700
PF3D7_1116200	PKNH_0913900
PF3D7_1117600	PKNH_0915300
PF3D7_1117800	PKNH_0915500
PF3D7_1118300	PKNH_0916000
PF3D7_1120300	PKNH_0918000
PF3D7_1122900	PKNH_0920700
PF3D7_1126400	PKNH_0924300
PF3D7_1128000	PKNH_0926000
PF3D7_1128500	PKNH_0926600
PF3D7_1133900	PKNH_0932100
PF3D7_1136500	PKNH_0934700
PF3D7_1136700	PKNH_0934900
PF3D7_1138400	PKNH_0936600
PF3D7_1145500	PKNH_0943400
PF3D7_1147800	PKNH_0945700
PF3D7_1148000	PKNH_0945900
PF3D7_1202600	PKNH_1302500
PF3D7_1209500	PKNH_1309400
PF3D7_1211300	PKNH_1311400
PF3D7_1211800	PKNH_1311900
PF3D7_1213900	PKNH_1433400
PF3D7_1214300	PKNH_1433800
PF3D7_1215100	PKNH_1434600
PF3D7_1216900	PKNH_1436500
PF3D7_1217100	PKNH_1436700
PF3D7_1221700	PKNH_1440800
PF3D7_1227200	PKNH_1446600
PF3D7_1229900	PKNH_1449300
PF3D7_1231600	PKNH_1451000
PF3D7_1235800	PKNH_1455500
PF3D7_1242200	PKNH_1461500
PF3D7_1243900	PKNH_1463200
PF3D7_1245600	PKNH_1465300
PF3D7_1247000	PKNH_1466700
PF3D7_1248100	PKNH_1467800
PF3D7_1302900	PKNH_1403100
PF3D7_1303200	PKNH_1403400
PF3D7_1303500	PKNH_1403700
PF3D7_1304200	PKNH_1404400
PF3D7_1305000	PKNH_1405200
PF3D7_1310800	PKNH_1411200
PF3D7_1329000	PKNH_1271400
PF3D7_1330000	PKNH_1270400
PF3D7_1331400	PKNH_1329400
PF3D7_1346400	PKNH_1254700
PF3D7_1351800	PKNH_1249200
PF3D7_1352700	PKNH_1248300
PF3D7_1360500	PKNH_1110800
PF3D7_1361500	PKNH_1109800
PF3D7_1365900	PKNH_1311900
PF3D7_1368800	PKNH_1102400
PF3D7_1404600	PKNH_1353500
PF3D7_1411000	PKNH_1347300
PF3D7_1411600	PKNH_1346700
PF3D7_1412900	PKNH_1345400
PF3D7_1414600	PKNH_1343500
PF3D7_1419800	PKNH_1338200
PF3D7_1427400	PKNH_1331300
PF3D7_1428800	PKNH_1329900
PF3D7_1429300	PKNH_0821000
PF3D7_1429300	PKNH_1454100
PF3D7_1430200	PKNH_1328500
PF3D7_1433300	PKNH_0419900
PF3D7_1435300	PKNH_0421900
PF3D7_1435700	PKNH_0422300
PF3D7_1438000	PKNH_0424700
PF3D7_1439100	PKNH_1243200
PF3D7_1442900	PKNH_1239400
PF3D7_1444500	PKNH_1237800
PF3D7_1449300	PKNH_1232800
PF3D7_1452600	PKNH_1229500
PF3D7_1458800	PKNH_1223000
PF3D7_1459100	PKNH_1222700
PF3D7_1459200	PKNH_1222600
PF3D7_1460900	PKNH_1220800
PF3D7_1461400	PKNH_0615900
PF3D7_1465300	PKNH_1216200
PF3D7_1465500	PKNH_1216000
PF3D7_1465800	PKNH_1215700
PF3D7_1468100	PKNH_1213100
PF3D7_1470100	PKNH_1210900
PF3D7_1472700	PKNH_1208300
PF3D7_1474200	PKNH_1244500
PF3D7_1474500	PKNH_1244800
PF3D7_1408200	PKNH_1350200
PF3D7_1342900	PKNH_1258500
PF3D7_1007700	PKNH_0806500
PF3D7_1317200	PKNH_1417900
PF3D7_1139300	PKNH_0937300
PF3D7_0934400	PKNH_0733100
PF3D7_1305200	PKNH_1405400
PF3D7_1115500	PKNH_0913100
PF3D7_0516800	PKNH_1016500
PF3D7_1449500	PKNH_1232600
PF3D7_0611200	PKNH_1139200
PF3D7_1222600	PKNH_1441700
PF3D7_0404100	PKNH_0302100
PF3D7_1456000	PKNH_1225800
PF3D7_0411000	PKNH_0309100
PF3D7_1143100	PKNH_0941000
PF3D7_0730300	PKNH_0215200
PF3D7_1466400	PKNH_1215100
PF3D7_1350900	PKNH_1234300
PF3D7_0622900	PKNH_1127300
PF3D7_0802100	PKNH_0116800
PF3D7_1107800	PKNH_0905400
PF3D7_1429200	PKNH_1329500
PF3D7_0604100	PKNH_1146400
PF3D7_0613800	PKNH_1136200
PF3D7_1239200	PKNH_1459000
PF3D7_1222400	PKNH_1441500
PF3D7_0420300	PKNH_0513100
